고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,고객등급
K284560,남,36,20-Jul-96,51.5,1,선불,CAT 100,이탈,CAS30,4
K284570,남,30,14-Dec-99,10.1,1,선불,CAT 100,유지,BS110,1
K284580,남,56,24-Oct-98,23.966667,0,선불,CAT 100,유지,BS110,4
K284590,남,20,02-Nov-99,11.5,0,선불,CAT 100,유지,S50,3
K284600,남,26,23-Oct-97,36.166667,0,선불,CAT 100,이탈,CAS30,2
K284610,여,18,04-Mar-97,43.933333,1,선불,CAT 100,유지,BS110,5
K284620,남,31,20-Jul-99,15,6,선불,CAT 100,이탈,S50,3
K284630,남,48,04-Mar-97,43.933333,2,선불,CAT 100,유지,BS110,4
K284640,여,23,11-Feb-97,44.633333,1,선불,CAT 100,이탈,CAS30,1
K284650,여,37,12-Aug-97,38.566667,1,선불,CAT 100,이탈,CAS30,1
K284660,여,21,23-Jan-96,57.466667,2,선불,CAT 100,유지,WC95,5
K284670,남,27,09-Nov-98,23.433333,2,선불,CAT 100,유지,S50,3
K284680,남,24,04-Jul-99,15.533333,2,선불,CAT 100,유지,BS110,3
K284690,남,28,07-Jun-96,52.933333,2,선불,CAT 100,이탈,CAS30,
K284700,남,26,07-Jan-98,33.633333,9,선불,CAT 100,유지,CAS30,
K284710,여,28,28-Feb-98,31.9,5,선불,CAT 100,이탈,CAS30,2
K284720,남,35,10-Jan-96,57.9,2,선불,CAT 100,이탈,CAS30,5
K284730,남,32,09-Dec-96,46.766667,0,선불,CAT 100,유지,BS110,4
K284740,남,32,07-Dec-96,46.833333,2,선불,CAT 100,이탈,CAS30,1
K284750,남,19,27-Jul-99,14.766667,2,선불,CAT 100,이탈,CAS30,1
K284760,여,45,01-Jul-97,39.966667,10,선불,CAT 100,유지,WC95,3
K284770,남,31,21-Nov-97,35.2,0,선불,CAT 100,유지,S50,1
K284780,여,21,24-Jul-99,14.866667,8,선불,CAT 100,이탈,CAS30,4
K284790,남,25,01-Apr-98,30.833333,6,선불,CAT 100,유지,S50,4
K284800,남,15,31-Jan-98,32.833333,2,선불,CAT 100,이탈,CAS30,2
K284810,남,36,09-Feb-99,20.366667,0,선불,CAT 100,유지,BS110,2
K284820,여,14,01-Dec-98,22.7,2,선불,CAT 100,유지,WC95,4
K284830,여,25,03-Feb-96,57.1,1,선불,CAT 100,유지,WC95,
K284840,여,22,10-Jul-99,15.333333,10,선불,CAT 100,유지,WC95,3
K284850,여,23,10-Feb-96,56.866667,2,선불,CAT 100,유지,WC95,5
K284860,남,29,20-Nov-97,35.233333,1,선불,CAT 100,이탈,CAS30,4
K284870,여,22,21-Mar-99,19.033333,1,선불,CAT 100,유지,WC95,5
K284880,여,31,16-Aug-96,50.6,2,선불,CAT 100,유지,BS110,
K284890,여,38,22-Jan-97,45.3,0,선불,CAT 100,유지,BS110,4
K284900,남,59,02-Apr-97,42.966667,11,선불,CAT 100,유지,S50,
K284910,여,41,01-Dec-97,34.866667,2,선불,CAT 100,유지,BS110,1
K284920,여,18,02-Nov-97,35.833333,5,선불,CAT 100,유지,WC95,5
K284930,남,43,07-Oct-97,36.7,0,선불,CAT 100,유지,BS110,3
K284940,남,26,17-Jan-98,33.3,1,선불,CAT 100,유지,S50,
K284950,남,26,02-Sep-98,25.7,7,선불,CAT 100,유지,S50,4
K284960,여,26,19-Aug-97,38.333333,2,선불,CAT 100,유지,BS110,5
K284970,여,39,21-Mar-99,19.033333,2,선불,CAT 100,이탈,WC95,2
K284980,여,43,22-Jul-97,39.266667,10,선불,CAT 100,유지,WC95,1
K284990,여,21,03-May-96,54.1,5,선불,CAT 100,유지,BS110,3
K285000,여,27,20-Mar-99,19.066667,2,선불,CAT 100,이탈,CAS30,4
K285010,남,16,02-Aug-96,51.066667,1,선불,CAT 100,이탈,CAS30,1
K285020,여,40,06-Feb-98,32.633333,2,선불,CAT 100,유지,WC95,5
K285030,여,19,03-Aug-97,38.866667,0,선불,CAT 100,유지,BS110,3
K285040,여,24,02-Apr-98,30.8,1,선불,CAT 100,유지,WC95,5
K285050,여,28,05-May-99,17.533333,6,선불,CAT 100,이탈,CAS30,
K285060,남,22,12-Sep-99,13.2,11,선불,CAT 100,유지,S50,3
K285070,남,27,27-Aug-99,13.733333,2,선불,CAT 100,유지,BS110,2
K285080,남,47,10-Jun-96,52.833333,1,선불,CAT 100,유지,BS110,1
K285090,남,32,13-Aug-96,50.7,2,선불,CAT 100,유지,BS110,2
K285100,남,35,17-Mar-99,19.166667,2,선불,CAT 100,유지,S50,3
K285110,여,19,14-Feb-98,32.366667,2,선불,CAT 100,이탈,CAS30,3
K285120,남,41,28-Feb-97,44.066667,1,선불,CAT 100,유지,BS110,3
K285130,여,46,20-Mar-98,31.233333,2,선불,CAT 100,이탈,CAS30,5
K285140,남,33,22-Jan-99,20.966667,5,선불,CAT 100,유지,S50,2
K285150,여,39,08-Aug-99,14.366667,1,선불,CAT 100,유지,WC95,4
K285160,여,48,17-May-97,41.466667,0,선불,CAT 100,유지,BS110,
K285170,여,32,26-Aug-98,25.933333,0,선불,CAT 100,유지,WC95,3
K285180,남,18,14-Dec-99,10.1,0,선불,CAT 100,이탈,CAS30,3
K285190,여,27,31-Mar-96,55.2,4,선불,CAT 100,유지,WC95,3
K285200,남,44,23-Mar-97,43.3,1,선불,CAT 100,이탈,CAS30,5
K285210,남,20,08-Apr-98,30.6,9,선불,CAT 100,이탈,CAS30,3
K285220,여,45,14-Nov-96,47.6,0,선불,CAT 100,유지,WC95,2
K285230,여,22,10-Jun-97,40.666667,0,선불,CAT 100,이탈,CAS30,3
K285240,남,56,22-Nov-99,10.833333,2,선불,CAT 100,이탈,S50,3
K285250,남,15,14-Jan-99,21.233333,6,선불,CAT 100,유지,S50,
K285260,여,37,24-Feb-99,19.866667,5,선불,CAT 100,유지,WC95,4
K285270,여,35,24-Aug-99,13.833333,7,선불,CAT 100,유지,WC95,1
K285280,여,19,27-May-98,28.966667,9,선불,CAT 100,유지,BS110,1
K285290,여,14,03-Aug-99,14.533333,1,선불,CAT 100,유지,WC95,4
K285300,남,30,16-Oct-97,36.4,1,선불,CAT 100,이탈,CAS30,2
K285310,여,28,18-Jan-98,33.266667,2,선불,CAT 100,유지,WC95,5
K285320,남,20,13-Aug-96,50.7,2,선불,CAT 100,이탈,S50,4
K285330,남,51,21-Jun-99,15.966667,0,선불,CAT 100,유지,S50,2
K285340,남,46,26-May-97,41.166667,2,선불,CAT 100,이탈,BS110,3
K285350,남,50,16-Apr-97,42.5,0,선불,CAT 100,유지,S50,5
K285360,여,26,02-Oct-97,36.866667,11,선불,CAT 100,유지,WC95,3
K285370,여,28,09-Dec-98,22.433333,5,선불,CAT 100,유지,WC95,2
K285380,남,21,12-May-98,29.466667,2,선불,CAT 100,이탈,CAS30,5
K285390,남,19,14-Jan-99,21.233333,1,선불,CAT 100,유지,BS110,4
K285400,여,53,06-Jun-96,52.966667,0,선불,CAT 100,유지,WC95,1
K285410,여,40,09-Oct-96,48.8,0,선불,CAT 100,유지,WC95,
K285420,여,46,18-Apr-99,18.1,2,선불,CAT 100,유지,BS110,2
K285430,여,36,25-Mar-99,18.9,1,선불,CAT 100,유지,WC95,4
K285440,여,33,12-Sep-98,25.366667,1,선불,CAT 100,이탈,CAS30,1
K285450,여,17,15-Dec-98,22.233333,0,선불,CAT 100,유지,WC95,1
K285460,남,13,26-Jun-97,40.133333,1,선불,CAT 100,유지,S50,3
K285470,남,41,14-Apr-98,30.4,2,선불,CAT 100,이탈,CAS30,5
K285480,남,20,09-Jun-98,28.533333,2,선불,CAT 100,유지,S50,5
K285490,남,36,15-Jan-97,45.533333,11,선불,CAT 100,이탈,CAS30,4
K285500,여,34,26-Sep-97,37.066667,2,선불,CAT 100,이탈,CAS30,1
K285510,여,47,07-Aug-98,26.566667,0,선불,CAT 100,이탈,CAS30,2
K285520,남,65,11-Nov-97,35.533333,0,선불,CAT 100,유지,BS110,3
K285530,남,14,06-Jun-99,16.466667,5,선불,CAT 100,이탈,CAS30,1
K285540,남,28,02-Oct-99,12.533333,0,선불,CAT 100,유지,S50,3
K285550,남,22,05-Oct-99,12.433333,5,선불,CAT 100,유지,S50,5
K285560,여,31,09-Apr-96,54.9,2,선불,CAT 100,유지,WC95,2
K285570,여,40,12-Oct-97,36.533333,0,선불,CAT 100,유지,WC95,5
K285580,남,26,24-Apr-99,17.9,2,선불,CAT 100,유지,S50,1
K285590,남,16,16-Jun-96,52.633333,0,선불,CAT 100,이탈,CAS30,2
K285600,남,44,08-Oct-96,48.833333,6,선불,CAT 100,유지,BS110,3
K285610,남,20,24-Jul-99,14.866667,1,선불,CAT 100,이탈,CAS30,2
K285620,남,65,11-Mar-96,55.866667,2,선불,CAT 100,이탈,S50,2
K285630,남,49,06-Jan-96,58.033333,1,선불,CAT 100,이탈,CAS30,
K285640,남,25,03-Aug-98,26.7,0,선불,CAT 100,유지,BS110,3
K285650,남,15,27-Jul-96,51.266667,0,선불,CAT 100,유지,S50,
K285660,남,14,13-Jan-98,33.433333,1,선불,CAT 100,유지,S50,1
K285670,여,45,11-Aug-99,14.266667,1,선불,CAT 100,유지,BS110,4
K285680,여,28,13-Jul-96,51.733333,9,선불,CAT 100,유지,WC95,3
K285690,남,25,22-Aug-97,38.233333,8,선불,CAT 100,이탈,CAS30,1
K285700,남,36,11-Apr-99,18.333333,10,선불,CAT 100,유지,BS110,4
K285710,남,33,04-Jul-99,15.533333,10,선불,CAT 100,이탈,CAS30,
K285720,남,36,01-Apr-98,30.833333,0,선불,CAT 100,유지,BS110,1
K285730,여,12,03-Jul-97,39.9,0,선불,CAT 100,유지,WC95,1
K285740,남,30,23-May-99,16.933333,8,선불,CAT 100,유지,BS110,
K285750,남,12,20-Nov-98,23.066667,1,선불,CAT 100,이탈,CAS30,
K285760,여,48,31-Aug-97,37.933333,1,선불,CAT 100,유지,WC95,2
K285770,여,33,14-Sep-96,49.633333,2,선불,CAT 100,이탈,CAS30,5
K285780,남,19,21-Feb-96,56.5,2,선불,CAT 100,유지,BS110,3
K285790,남,23,01-Apr-99,18.666667,3,선불,CAT 100,유지,S50,1
K285800,여,25,16-Aug-98,26.266667,2,선불,CAT 100,유지,WC95,2
K285810,남,28,14-Sep-99,13.133333,9,선불,CAT 100,유지,S50,4
K285820,여,23,18-Feb-98,32.233333,0,선불,CAT 100,이탈,CAS30,2
K285830,남,25,14-Mar-96,55.766667,1,선불,CAT 100,유지,BS110,5
K285840,여,33,06-Mar-96,56.033333,2,선불,CAT 100,유지,WC95,2
K285850,여,25,21-Jun-96,52.466667,9,선불,CAT 100,이탈,CAS30,5
K285860,여,28,17-Jan-98,33.3,6,선불,CAT 100,유지,WC95,4
K285870,남,13,26-Jun-98,27.966667,7,선불,CAT 100,유지,S50,3
K285880,남,33,02-Apr-97,42.966667,11,선불,CAT 100,유지,BS110,1
K285890,남,22,25-Sep-96,49.266667,2,선불,CAT 100,유지,BS110,5
K285900,남,23,18-Nov-98,23.133333,2,선불,CAT 100,유지,S50,3
K285910,여,28,18-Feb-96,56.6,3,선불,CAT 100,유지,WC95,5
K285920,남,25,07-Dec-99,10.333333,5,선불,CAT 100,이탈,CAS30,2
K285930,여,57,19-Sep-98,25.133333,2,선불,CAT 100,유지,BS110,1
K285940,남,21,08-Jul-98,27.566667,10,선불,CAT 100,유지,BS110,5
K285950,여,58,18-May-99,17.1,0,선불,CAT 100,유지,BS110,1
K285960,여,27,15-Jan-97,45.533333,5,선불,CAT 100,유지,BS110,5
K285970,남,13,22-May-99,16.966667,0,선불,CAT 100,이탈,CAS30,5
K285980,남,33,28-Mar-99,18.8,2,선불,CAT 100,이탈,CAS30,4
K285990,여,21,25-Jul-99,14.833333,9,선불,CAT 100,유지,WC95,2
K286000,남,26,17-Aug-96,50.566667,1,선불,CAT 100,유지,S50,5
K286010,남,18,11-Dec-99,10.2,1,선불,CAT 100,유지,BS110,3
K286020,여,30,03-Jun-98,28.733333,2,선불,CAT 100,이탈,CAS30,1
K286030,남,37,05-Sep-96,49.933333,2,선불,CAT 100,유지,S50,3
K286040,여,18,31-Dec-98,21.7,4,선불,CAT 100,이탈,CAS30,3
K286050,여,28,24-May-96,53.4,1,선불,CAT 100,이탈,CAS30,1
K286060,남,27,19-Oct-96,48.466667,3,선불,CAT 100,이탈,CAS30,1
K286070,남,24,21-May-97,41.333333,9,선불,CAT 100,유지,S50,1
K286080,남,48,11-Jun-96,52.8,4,선불,CAT 100,유지,S50,5
K286090,남,13,12-Dec-96,46.666667,1,선불,CAT 100,이탈,CAS30,
K286100,여,40,10-Oct-99,12.266667,0,선불,CAT 100,유지,BS110,5
K286110,여,21,14-Aug-99,14.166667,11,선불,CAT 100,유지,WC95,4
K286120,남,42,08-Jun-96,52.9,0,선불,CAT 100,유지,S50,5
K286130,남,38,23-Mar-99,18.966667,1,선불,CAT 100,유지,S50,3
K286140,남,27,09-Sep-96,49.8,2,선불,CAT 100,유지,BS110,5
K286150,남,36,17-Oct-96,48.533333,2,선불,CAT 100,이탈,CAS30,3
K286160,남,34,03-Apr-99,18.6,0,선불,CAT 100,유지,S50,1
K286170,여,24,13-Mar-98,31.466667,2,선불,CAT 100,유지,BS110,4
K286180,남,21,09-Dec-98,22.433333,0,선불,CAT 100,유지,S50,4
K286190,여,19,21-Jul-99,14.966667,0,선불,CAT 100,유지,WC95,1
K286200,여,17,08-Aug-99,14.366667,1,선불,CAT 100,이탈,BS110,5
K286210,남,64,08-Oct-97,36.666667,8,선불,CAT 100,유지,S50,4
K286220,남,13,08-Jun-98,28.566667,1,선불,CAT 100,유지,BS110,4
K286230,남,74,18-Oct-98,24.166667,2,선불,CAT 100,유지,BS110,
K286240,남,19,21-Jul-99,14.966667,2,선불,CAT 100,유지,BS110,1
K286250,여,32,18-Sep-98,25.166667,0,선불,CAT 100,이탈,CAS30,4
K286260,여,42,13-May-97,41.6,0,선불,CAT 100,유지,WC95,1
K286270,여,15,22-Feb-99,19.933333,2,선불,CAT 100,유지,WC95,2
K286280,남,52,19-Feb-99,20.033333,0,선불,CAT 100,이탈,CAS30,1
K286290,여,48,16-Mar-98,31.366667,1,선불,CAT 100,유지,WC95,1
K286300,여,22,24-Sep-97,37.133333,6,선불,CAT 100,유지,BS110,2
K286310,남,12,15-Mar-98,31.4,6,선불,CAT 100,유지,S50,3
K286320,여,26,22-Nov-98,23,4,선불,CAT 100,유지,BS110,3
K286330,남,38,14-Oct-96,48.633333,1,선불,CAT 100,이탈,CAS30,4
K286340,남,13,10-Jun-98,28.5,1,선불,CAT 100,유지,S50,4
K286350,남,24,02-Feb-97,44.933333,2,선불,CAT 100,유지,S50,4
K286360,여,15,05-Nov-98,23.566667,1,선불,CAT 100,이탈,WC95,3
K286370,여,43,24-Aug-98,26,1,선불,CAT 100,이탈,CAS30,3
K286380,남,13,13-Aug-98,26.366667,0,선불,CAT 100,이탈,CAS30,3
K286390,남,24,31-Aug-97,37.933333,0,선불,CAT 100,유지,BS110,2
K286400,여,13,19-Jul-98,27.2,0,선불,CAT 100,유지,WC95,5
K286410,남,27,12-Jan-99,21.3,0,선불,CAT 100,유지,S50,5
K286420,여,22,18-Oct-97,36.333333,2,선불,CAT 100,유지,BS110,2
K286430,남,20,23-Sep-98,25,2,선불,CAT 100,이탈,CAS30,2
K286440,여,43,20-May-99,17.033333,2,선불,CAT 100,유지,WC95,4
K286450,남,37,09-Jul-99,15.366667,2,선불,CAT 100,유지,S50,3
K286460,남,31,28-May-97,41.1,6,선불,CAT 100,유지,BS110,4
K286470,남,22,23-Jun-96,52.4,2,선불,CAT 100,유지,BS110,
K286480,여,17,19-Nov-99,10.933333,0,선불,CAT 100,유지,WC95,2
K286490,여,32,13-Sep-97,37.5,1,선불,CAT 100,유지,WC95,3
K286500,남,28,18-Mar-99,19.133333,1,선불,CAT 100,이탈,CAS30,2
K286510,남,45,04-Aug-99,14.5,1,선불,CAT 100,유지,CAS30,1
K286520,여,44,17-Jul-98,27.266667,0,선불,CAT 100,유지,WC95,1
K286530,여,13,22-May-99,16.966667,0,선불,CAT 100,유지,WC95,4
K286540,남,46,07-Jun-97,40.766667,11,선불,CAT 100,유지,BS110,4
K286550,남,62,03-Nov-98,23.633333,11,선불,CAT 100,유지,BS110,
K286560,여,40,25-Jul-96,51.333333,1,선불,CAT 100,이탈,CAS30,1
K286570,남,19,12-Feb-96,56.8,2,선불,CAT 100,유지,S50,4
K286580,남,32,04-Nov-96,47.933333,0,선불,CAT 100,유지,S50,2
K286590,여,47,10-Jul-99,15.333333,2,선불,CAT 100,유지,WC95,
K286600,남,22,04-Jan-98,33.733333,2,선불,CAT 100,유지,S50,1
K286610,남,20,15-Feb-99,20.166667,2,선불,CAT 100,유지,S50,2
K286620,남,27,02-Aug-97,38.9,8,선불,CAT 100,유지,S50,1
K286630,여,48,07-Jul-98,27.6,0,선불,CAT 100,유지,WC95,5
K286640,여,12,03-Apr-98,30.766667,2,선불,CAT 100,유지,WC95,4
K286650,남,52,05-Oct-97,36.766667,11,선불,CAT 100,유지,BS110,3
K286660,남,16,13-Oct-98,24.333333,2,선불,CAT 100,유지,S50,4
K286670,남,16,16-Jul-97,39.466667,8,선불,CAT 100,유지,S50,2
K286680,남,42,21-Oct-99,11.9,2,선불,CAT 100,이탈,CAS30,2
K286690,여,33,13-Sep-98,25.333333,1,선불,CAT 100,유지,BS110,4
K286700,남,78,23-Jun-99,15.9,1,선불,CAT 100,유지,BS110,1
K286710,남,26,24-Feb-97,44.2,2,선불,CAT 100,유지,S50,1
K286720,여,34,22-Aug-96,50.4,3,선불,CAT 100,유지,WC95,1
K286730,여,51,27-Oct-99,11.7,2,선불,CAT 100,이탈,CAS30,1
K286740,남,18,14-Sep-99,13.133333,0,선불,CAT 100,유지,BS110,2
K286750,여,43,11-May-96,53.833333,2,선불,CAT 100,이탈,CAS30,2
K286760,여,17,12-Feb-99,20.266667,7,선불,CAT 100,유지,WC95,3
K286770,여,22,07-Jan-96,58,2,선불,CAT 100,이탈,CAS30,5
K286780,남,24,06-Jul-96,51.966667,0,선불,CAT 100,유지,S50,5
K286790,남,23,15-Feb-99,20.166667,9,선불,CAT 100,유지,S50,3
K286800,여,49,28-Mar-99,18.8,5,선불,CAT 100,유지,BS110,1
K286810,여,13,20-Jan-97,45.366667,10,선불,CAT 100,유지,WC95,3
K286820,남,21,22-Apr-99,17.966667,2,선불,CAT 100,유지,S50,1
K286830,남,31,22-Mar-96,55.5,1,선불,CAT 100,유지,S50,3
K286840,남,29,11-Mar-96,55.866667,0,선불,CAT 100,유지,S50,5
K286850,남,14,27-Mar-99,18.833333,2,선불,CAT 100,유지,BS110,3
K286860,여,45,31-Jul-99,14.633333,1,선불,CAT 100,이탈,CAS30,2
K286870,여,15,06-Dec-96,46.866667,1,선불,CAT 100,유지,WC95,
K286880,여,28,09-Dec-98,22.433333,0,선불,CAT 100,유지,WC95,1
K286890,여,20,02-Jul-99,15.6,0,선불,CAT 100,이탈,CAS30,1
K286900,남,28,14-Jan-96,57.766667,1,선불,CAT 100,유지,S50,3
K286910,여,24,15-Dec-96,46.566667,1,선불,CAT 100,유지,WC95,4
K286920,남,12,25-Apr-96,54.366667,1,선불,CAT 100,이탈,CAS30,4
K286930,여,22,08-Dec-98,22.466667,0,선불,CAT 100,유지,WC95,3
K286940,여,18,25-Sep-97,37.1,10,선불,CAT 100,유지,WC95,3
K286950,여,32,31-Dec-99,9.533333,1,선불,CAT 100,유지,BS110,1
K286960,남,17,01-Jun-98,28.8,0,선불,CAT 100,유지,S50,2
K286970,남,17,09-Feb-98,32.533333,11,선불,CAT 100,유지,S50,
K286980,여,12,04-Apr-97,42.9,7,선불,CAT 100,유지,WC95,2
K286990,남,38,04-Jun-97,40.866667,5,선불,CAT 100,이탈,CAS30,3
K287000,남,43,08-Jan-98,33.6,2,선불,CAT 100,유지,S50,5
K287010,여,33,05-May-97,41.866667,8,선불,CAT 100,유지,WC95,4
K287020,여,21,28-Mar-96,55.3,1,선불,CAT 100,유지,BS110,
K287030,여,36,26-Jul-96,51.3,2,선불,CAT 100,유지,BS110,5
K287040,여,53,13-Aug-99,14.2,10,선불,CAT 100,유지,WC95,5
K287050,남,23,26-Dec-98,21.866667,0,선불,CAT 100,유지,BS110,5
K287060,여,21,21-Feb-97,44.3,1,선불,CAT 100,유지,CAS30,4
K287070,남,25,14-Oct-97,36.466667,2,선불,CAT 100,이탈,S50,
K287080,여,30,12-Mar-96,55.833333,0,선불,CAT 100,유지,WC95,
K287090,여,37,02-Aug-96,51.066667,9,선불,CAT 100,유지,WC95,4
K287100,여,54,06-May-98,29.666667,1,선불,CAT 100,유지,WC95,3
K287110,여,15,10-Jan-99,21.366667,1,선불,CAT 100,이탈,CAS30,4
K287120,여,15,27-May-99,16.8,2,선불,CAT 100,이탈,CAS30,3
K287130,남,33,14-Jan-98,33.4,0,선불,CAT 100,유지,S50,4
K287140,남,24,24-Jan-99,20.9,2,선불,CAT 100,유지,S50,3
K287150,남,19,05-Oct-98,24.6,1,선불,CAT 100,유지,S50,3
K287160,여,32,13-Nov-96,47.633333,1,선불,CAT 100,유지,BS110,1
K287170,남,40,16-Jun-96,52.633333,8,선불,CAT 100,이탈,S50,4
K287180,여,24,14-Mar-98,31.433333,1,선불,CAT 100,유지,WC95,1
K287190,여,31,26-Mar-98,31.033333,2,선불,CAT 100,이탈,WC95,4
K287200,여,39,03-Jul-98,27.733333,1,선불,CAT 100,유지,WC95,3
K287210,남,25,26-Nov-96,47.2,1,선불,CAT 100,유지,S50,2
K287220,남,17,01-Feb-98,32.8,1,선불,CAT 100,유지,S50,3
K287230,남,40,03-Mar-96,56.133333,2,선불,CAT 100,유지,S50,2
K287240,여,25,03-Jul-99,15.566667,1,선불,CAT 100,이탈,CAS30,4
K287250,여,45,16-Jan-98,33.333333,1,선불,CAT 100,이탈,CAS30,5
K287260,남,19,01-Jul-96,52.133333,2,선불,CAT 100,유지,S50,4
K287270,남,15,21-Aug-96,50.433333,1,선불,CAT 100,유지,S50,4
K287280,여,29,26-Nov-96,47.2,0,선불,CAT 100,유지,WC95,1
K287290,여,40,19-Mar-98,31.266667,2,선불,CAT 100,유지,WC95,5
K287300,남,56,08-Aug-98,26.533333,2,선불,CAT 100,유지,BS110,3
K287310,여,13,19-Nov-97,35.266667,0,선불,CAT 100,이탈,CAS30,1
K287320,남,28,04-Jun-97,40.866667,0,선불,CAT 100,이탈,BS110,
K287330,여,15,21-Apr-98,30.166667,11,선불,CAT 100,이탈,CAS30,5
K287340,여,37,25-Jan-96,57.4,2,선불,CAT 100,유지,WC95,
K287350,여,16,25-Dec-97,34.066667,0,선불,CAT 100,이탈,CAS30,3
K287360,남,21,15-Jun-98,28.333333,0,선불,CAT 100,유지,S50,4
K287370,여,23,23-Oct-99,11.833333,2,선불,CAT 100,유지,BS110,3
K287380,남,31,23-Dec-99,9.8,0,선불,CAT 100,유지,BS110,1
K287390,여,34,12-Jul-97,39.6,1,선불,CAT 100,이탈,CAS30,3
K287400,남,36,09-Jan-97,45.733333,7,선불,CAT 100,유지,S50,3
K287410,여,45,24-Sep-96,49.3,2,선불,CAT 100,유지,BS110,2
K287420,남,35,13-Feb-98,32.4,1,선불,CAT 100,유지,S50,4
K287430,남,41,10-Jan-97,45.7,0,선불,CAT 100,유지,CAS30,3
K287440,남,38,25-Nov-99,10.733333,2,선불,CAT 100,유지,S50,3
K287450,여,18,23-Apr-99,17.933333,9,선불,CAT 100,유지,WC95,4
K287460,여,27,15-Jan-97,45.533333,1,선불,CAT 100,유지,WC95,1
K287470,남,58,13-Aug-99,14.2,0,선불,CAT 100,유지,BS110,1
K287480,여,20,02-Jun-99,16.6,2,선불,CAT 100,유지,WC95,4
K287490,남,27,13-Apr-97,42.6,3,선불,CAT 100,유지,BS110,4
K287500,여,20,28-Apr-97,42.1,1,선불,CAT 100,이탈,CAS30,
K287510,여,34,20-Apr-97,42.366667,0,선불,CAT 100,이탈,CAS30,3
K287520,여,28,21-May-98,29.166667,0,선불,CAT 100,유지,CAS30,3
K287530,여,25,03-Feb-97,44.9,2,선불,CAT 100,유지,WC95,2
K287540,남,36,16-Nov-96,47.533333,0,선불,CAT 100,유지,S50,5
K287550,여,41,28-Jun-96,52.233333,2,선불,CAT 100,유지,WC95,2
K287560,여,16,04-Mar-97,43.933333,1,선불,CAT 100,이탈,WC95,
K287570,남,48,08-Mar-99,19.466667,1,선불,CAT 100,유지,S50,3
K287580,남,27,22-Jul-97,39.266667,0,선불,CAT 100,유지,S50,5
K287590,여,15,28-Jan-96,57.3,1,선불,CAT 100,유지,BS110,1
K287600,남,21,17-Aug-96,50.566667,2,선불,CAT 100,이탈,CAS30,1
K287610,남,12,21-Feb-96,56.5,0,선불,CAT 100,유지,S50,3
K287620,남,15,22-Oct-97,36.2,1,선불,CAT 100,유지,S50,2
K287630,남,20,02-Apr-97,42.966667,0,선불,CAT 100,이탈,CAS30,1
K287640,남,34,27-Aug-98,25.9,2,선불,CAT 100,유지,S50,2
K287650,남,29,15-Dec-98,22.233333,1,선불,CAT 100,유지,S50,5
K287660,남,34,03-Jun-98,28.733333,2,선불,CAT 100,유지,S50,5
K287670,여,15,16-May-96,53.666667,9,선불,CAT 100,유지,WC95,2
K287680,여,26,09-Dec-98,22.433333,1,선불,CAT 100,이탈,BS110,1
K287690,여,43,17-Jul-97,39.433333,2,선불,CAT 100,이탈,CAS30,4
K287700,남,35,03-Aug-99,14.533333,0,선불,CAT 100,유지,BS110,1
K287710,여,47,13-Mar-97,43.633333,3,선불,CAT 100,유지,WC95,3
K287720,남,18,02-Jun-97,40.933333,1,선불,CAT 100,유지,S50,3
K287730,여,24,04-Dec-99,10.433333,0,선불,CAT 100,유지,WC95,5
K287740,남,17,20-Feb-96,56.533333,0,선불,CAT 100,유지,BS110,5
K287750,여,59,27-Jun-99,15.766667,9,선불,CAT 100,이탈,CAS30,5
K287760,여,22,17-Nov-99,11,1,선불,CAT 100,유지,WC95,5
K287770,여,35,16-Oct-98,24.233333,4,선불,CAT 100,이탈,CAS30,
K287780,여,18,19-Dec-99,9.933333,2,선불,CAT 100,이탈,CAS30,
K287790,여,68,23-May-99,16.933333,6,선불,CAT 100,이탈,CAS30,1
K287800,여,46,12-Nov-96,47.666667,1,선불,CAT 100,유지,BS110,2
K287810,남,47,05-Mar-98,31.733333,0,선불,CAT 100,유지,S50,2
K287820,남,19,01-Dec-98,22.7,1,선불,CAT 100,유지,S50,
K287830,여,40,23-Sep-98,25,1,선불,CAT 100,유지,WC95,
K287840,여,25,23-Jul-96,51.4,1,선불,CAT 100,유지,BS110,2
K287850,여,13,09-Sep-97,37.633333,1,선불,CAT 100,이탈,CAS30,2
K287860,남,64,03-May-96,54.1,0,선불,CAT 100,이탈,CAS30,4
K287870,남,33,26-Feb-99,19.8,3,선불,CAT 100,유지,S50,2
K287880,여,33,14-Jun-96,52.7,0,선불,CAT 100,유지,WC95,5
K287890,남,21,14-Sep-97,37.466667,7,선불,CAT 100,유지,BS110,1
K287900,여,13,09-Oct-97,36.633333,6,선불,CAT 100,유지,BS110,5
K287910,여,14,05-Jan-96,58.066667,1,선불,CAT 100,유지,BS110,5
K287920,여,41,26-Sep-96,49.233333,6,선불,CAT 100,유지,BS110,2
K287930,여,23,18-Jan-99,21.1,3,선불,CAT 100,유지,WC95,4
K287940,여,21,05-Jan-97,45.866667,0,선불,CAT 100,유지,CAS30,5
K287950,여,57,19-May-98,29.233333,7,선불,CAT 100,유지,BS110,
K287960,여,21,31-Mar-96,55.2,2,선불,CAT 100,이탈,CAS30,1
K287970,남,29,22-Feb-97,44.266667,1,선불,CAT 100,유지,S50,1
